"species","population","round","colour","Temp.treatment","Temp.value","plate","dispersion_id","gender_egg_wave_1","days_until_adult","place_adult_female","n_eggs_on_A","n_eggs_on_bridge","Num.disp","total.N","n_survivors","n_males_egg_wave_2","n_females_egg_wave_2","Issue","Fitness","fitness_with_disp"
"T. urticae","Mar","C","G","low",24,"Mar 24 C","/","male",10,"",NA,NA,NA,NA,NA,NA,NA,"","#N/A","#N/A"
"T. urticae","Mar","C","G","low",24,"Mar 24 C","/","male",10,"",NA,NA,NA,NA,NA,NA,NA,"","#N/A","#N/A"
"T. urticae","Mar","C","G","low",24,"Mar 24 C","/","male",10,"",NA,NA,NA,NA,NA,NA,NA,"","#N/A","#N/A"
"T. urticae","Mar","C","G","opt",30,"Mar 30 C","1","female",7,"A",0,0,0,0,0,0,0,"","0","#N/A"
"T. urticae","Mar","C","G","opt",30,"Mar 30 C","2","female",7,"A",14,0,0,14,15,5,10,"","1,428571429","0"
"T. urticae","Mar","C","G","opt",30,"Mar 30 C","3","female",7,"A",1,0,0,1,0,0,0,"","0","0"
"T. urticae","Mar","C","G","opt",30,"Mar 30 C","4","female",7,"A",12,0,0,12,8,2,6,"","0,857142857","0"
"T. urticae","Mar","C","G","opt",30,"Mar 30 C","5","female",7,"Death on A",0,0,0,0,0,0,0,"","0","#N/A"
"T. urticae","Mar","C","G","opt",30,"Mar 30 C","6","female",7,"Death on A",6,0,0,6,3,1,2,"","0,285714286","0"
"T. urticae","Mar","C","G","opt",30,"Mar 30 C","7","female",7,"A",4,0,0,4,3,1,2,"","0,285714286","0"
"T. urticae","Mar","C","G","opt",30,"Mar 30 C","/","male",7,"",NA,NA,NA,NA,NA,NA,NA,"","#N/A","#N/A"
"T. urticae","Mar","C","G","opt",30,"Mar 30 C","/","male",7,"",NA,NA,NA,NA,NA,NA,NA,"","#N/A","#N/A"
"T. urticae","Mar","C","G","high",36,"Mar 36 C","1","female",7,"A",0,0,0,0,0,0,0,"","0","#N/A"
"T. urticae","Mar","C","G","high",36,"Mar 36 C","2","female",8,"A",0,0,0,0,0,0,0,"","0","#N/A"
"T. urticae","Mar","C","G","high",36,"Mar 36 C","/","male",5,"",NA,NA,NA,NA,NA,NA,NA,"","#N/A","#N/A"
"T. urticae","Mar","C","G","high",36,"Mar 36 C","/","male",5,"",NA,NA,NA,NA,NA,NA,NA,"","#N/A","#N/A"
"T. urticae","Mar","C","G","high",36,"Mar 36 C","/","male",5,"",NA,NA,NA,NA,NA,NA,NA,"","#N/A","#N/A"
"T. urticae","Mar","C","G","high",36,"Mar 36 C","/","male",6,"",NA,NA,NA,NA,NA,NA,NA,"","#N/A","#N/A"
"T. urticae","Mar","C","G","high",36,"Mar 36 C","/","male",6,"",NA,NA,NA,NA,NA,NA,NA,"","#N/A","#N/A"
"T. urticae","Mar","C","G","high",36,"Mar 36 C","/","male",6,"",NA,NA,NA,NA,NA,NA,NA,"","#N/A","#N/A"
"T. urticae","Mar","C","G","high",36,"Mar 36 C","/","male",6,"",NA,NA,NA,NA,NA,NA,NA,"","#N/A","#N/A"
"T. urticae","Mar","C","G","high",36,"Mar 36 C","/","male",6,"",NA,NA,NA,NA,NA,NA,NA,"","#N/A","#N/A"
"T. urticae","Mar","C","G","high",36,"Mar 36 C","/","male",7,"",NA,NA,NA,NA,NA,NA,NA,"","#N/A","#N/A"
"T. urticae","Beis C ","D","G","opt",30,"Beis C  30 D","1","female",6,"A",21,0,0,21,16,10,6,"","1","0"
"T. urticae","Beis C ","D","G","opt",30,"Beis C  30 D","2","female",7,"A",40,0,0,40,26,7,19,"","2,714285714","0"
"T. urticae","Beis C ","D","G","opt",30,"Beis C  30 D","3","female",7,"A",29,0,0,29,22,7,15,"","2,142857143","0"
"T. urticae","Beis C ","D","G","opt",30,"Beis C  30 D","4","female",7,"A",35,0,0,35,26,6,20,"","2,857142857","0"
"T. urticae","Beis C ","D","G","opt",30,"Beis C  30 D","5","female",7,"A",23,0,0,23,17,4,13,"","1,857142857","0"
"T. urticae","Beis C ","D","G","opt",30,"Beis C  30 D","6","female",7,"weg???",11,0,0,11,7,0,7,"","1","0"
"T. urticae","Beis C ","D","G","opt",30,"Beis C  30 D","7","female",7,"A",42,0,0,42,33,9,24,"","3,428571429","0"
"T. urticae","Beis C ","D","G","opt",30,"Beis C  30 D","8","female",9,"weg???",37,0,0,37,25,5,20,"","2,222222222","0"
"T. urticae","Beis C ","D","G","opt",30,"Beis C  30 D","/","male",6,"",NA,NA,NA,NA,NA,NA,NA,"","#N/A","#N/A"
"T. urticae","Beis C ","D","G","opt",30,"Beis C  30 D","/","male",7,"",NA,NA,NA,NA,NA,NA,NA,"","#N/A","#N/A"
"T. urticae","Beis C ","D","G","opt",30,"Beis C  30 D","/","male",7,"",NA,NA,NA,NA,NA,NA,NA,"","#N/A","#N/A"
"T. urticae","Beis C ","D","G","opt",30,"Beis C  30 D","/","male",9,"",NA,NA,NA,NA,NA,NA,NA,"","#N/A","#N/A"
"T. urticae","Beis C ","D","G","high",36,"Beis C  36 D","1","female",8,"A",3,0,0,3,0,0,0,"","0","0"
"T. urticae","Beis C ","D","G","high",36,"Beis C  36 D","2","female",10,"On cotton next to B",0,0,0,0,0,0,0,"","0","#N/A"
"T. urticae","Beis C ","D","G","high",36,"Beis C  36 D","3","female",11,"Death on A",0,0,0,0,0,0,0,"","0","#N/A"
"T. urticae","Beis C ","D","G","high",36,"Beis C  36 D","4","female",12,"On cotton next to A",0,0,0,0,0,0,0,"","0","#N/A"
"T. urticae","Beis C ","D","G","high",36,"Beis C  36 D","/","male",6,"",NA,NA,NA,NA,NA,NA,NA,"","#N/A","#N/A"
"T. urticae","Beis C ","D","G","high",36,"Beis C  36 D","/","male",8,"",NA,NA,NA,NA,NA,NA,NA,"","#N/A","#N/A"
"T. urticae","Beis C ","D","G","high",36,"Beis C  36 D","/","male",13,"",NA,NA,NA,NA,NA,NA,NA,"","#N/A","#N/A"
"T. urticae","Led-5","D","G","low",24,"Led-5 24 D","1","female",11,"B",2,0,29,31,20,20,0,"","0","0"
"T. urticae","Led-5","D","G","low",24,"Led-5 24 D","2","female",11,"On cotton next to A",16,0,0,16,11,11,0,"","0","0"
"T. urticae","Led-5","D","G","low",24,"Led-5 24 D","/","male",10,"",NA,NA,NA,NA,NA,NA,NA,"","#N/A","#N/A"
"T. urticae","Led-5","D","G","opt",30,"Led-5 30 D","1","female",9,"On cotton next to A",1,0,0,1,1,1,0,"","0","0"
"T. urticae","Led-5","D","G","opt",30,"Led-5 30 D","2","female",9,"A",32,0,0,32,20,20,0,"","0","0"
"T. urticae","Led-5","D","G","high",36,"Led-5 36 D","/","female",5,"",NA,NA,NA,NA,NA,NA,NA,"","#N/A","#N/A"
"T. urticae","Led-5","D","G","high",36,"Led-5 36 D","/","male",5,"",NA,NA,NA,NA,NA,NA,NA,"","#N/A","#N/A"
"T. urticae","Led-5","D","G","high",36,"Led-5 36 D","/","male",6,"",NA,NA,NA,NA,NA,NA,NA,"","#N/A","#N/A"
"T. urticae","Lux","D","G","low",24,"Lux 24 D","1","female",10,"A",16,0,0,16,10,4,6,"","0,6","0"
"T. urticae","Lux","D","G","low",24,"Lux 24 D","2","female",10,"weg???",0,0,0,0,0,0,0,"","0","#N/A"
"T. urticae","Lux","D","G","low",24,"Lux 24 D","3","female",11,"A",1,0,0,1,1,1,0,"","0","0"
"T. urticae","Lux","D","G","low",24,"Lux 24 D","4","female",11,"A",0,0,0,0,0,0,0,"","0","#N/A"
"T. urticae","Lux","D","G","low",24,"Lux 24 D","5","female",11,"A",1,0,0,1,0,0,0,"","0","0"
"T. urticae","Lux","D","G","low",24,"Lux 24 D","6","female",11,"On cotton next to A",20,0,0,20,9,4,5,"","0,454545455","0"
"T. urticae","Lux","D","G","low",24,"Lux 24 D","7","female",11,"A",11,0,0,11,6,1,5,"","0,454545455","0"
"T. urticae","Lux","D","G","low",24,"Lux 24 D","8","female",11,"On cotton next to A",0,0,0,0,0,0,0,"","0","#N/A"
"T. urticae","Lux","D","G","low",24,"Lux 24 D","9","female",11,"A",1,0,0,1,0,0,0,"","0","0"
"T. urticae","Lux","D","G","low",24,"Lux 24 D","10","female",11,"On bridge",1,0,0,1,0,0,0,"","0","0"
"T. urticae","Lux","D","G","low",24,"Lux 24 D","11","female",11,"On cotton next to A",0,0,13,13,6,3,3,"","0,272727273","0,272727273"
"T. urticae","Lux","D","G","low",24,"Lux 24 D","12","female",11,"B",12,0,1,13,6,3,3,"","0,272727273","0,020979021"
"T. urticae","Lux","D","G","low",24,"Lux 24 D","13","female",12,"A",4,0,0,4,3,3,0,"","0","0"
"T. urticae","Lux","D","G","low",24,"Lux 24 D","/","male",10,"",NA,NA,NA,NA,NA,NA,NA,"","#N/A","#N/A"
"T. urticae","Lux","D","G","low",24,"Lux 24 D","/","male",10,"",NA,NA,NA,NA,NA,NA,NA,"","#N/A","#N/A"
"T. urticae","Lux","D","G","low",24,"Lux 24 D","/","male",10,"",NA,NA,NA,NA,NA,NA,NA,"","#N/A","#N/A"
"T. urticae","Lux","D","G","low",24,"Lux 24 D","/","male",10,"",NA,NA,NA,NA,NA,NA,NA,"","#N/A","#N/A"
"T. urticae","Lux","D","G","low",24,"Lux 24 D","/","male",10,"",NA,NA,NA,NA,NA,NA,NA,"","#N/A","#N/A"
"T. urticae","Lux","D","G","low",24,"Lux 24 D","/","male",10,"",NA,NA,NA,NA,NA,NA,NA,"","#N/A","#N/A"
"T. urticae","Lux","D","G","low",24,"Lux 24 D","/","male",10,"",NA,NA,NA,NA,NA,NA,NA,"","#N/A","#N/A"
"T. urticae","Lux","D","G","low",24,"Lux 24 D","/","male",10,"",NA,NA,NA,NA,NA,NA,NA,"","#N/A","#N/A"
"T. urticae","Lux","D","G","low",24,"Lux 24 D","/","male",10,"",NA,NA,NA,NA,NA,NA,NA,"","#N/A","#N/A"
"T. urticae","Lux","D","G","low",24,"Lux 24 D","/","male",11,"",NA,NA,NA,NA,NA,NA,NA,"","#N/A","#N/A"
"T. urticae","Lux","D","G","low",24,"Lux 24 D","/","male",11,"",NA,NA,NA,NA,NA,NA,NA,"","#N/A","#N/A"
"T. urticae","Lux","D","G","low",24,"Lux 24 D","/","male",11,"",NA,NA,NA,NA,NA,NA,NA,"","#N/A","#N/A"
"T. urticae","Lux","D","G","opt",30,"Lux 30 D","1","female",7,"B",12,0,2,14,7,4,3,"","0,428571429","0,06122449"
"T. urticae","Lux","D","G","opt",30,"Lux 30 D","2","female",7,"A",23,0,0,23,9,3,6,"","0,857142857","0"
"T. urticae","Lux","D","G","opt",30,"Lux 30 D","3","female",7,"A",9,0,0,9,4,2,2,"","0,285714286","0"
"T. urticae","Lux","D","G","opt",30,"Lux 30 D","4","female",7,"A",5,0,0,5,2,1,1,"","0,142857143","0"
"T. urticae","Lux","D","G","opt",30,"Lux 30 D","5","female",7,"A",2,0,0,2,2,1,1,"","0,142857143","0"
"T. urticae","Lux","D","G","opt",30,"Lux 30 D","6","female",7,"On cotton next to A",1,0,0,1,0,0,0,"","0","0"
"T. urticae","Lux","D","G","opt",30,"Lux 30 D","7","female",7,"B",8,0,5,13,5,2,3,"","0,428571429","0,164835165"
"T. urticae","Lux","D","G","opt",30,"Lux 30 D","8","female",7,"A",19,0,0,19,11,3,8,"","1,142857143","0"
"T. urticae","Lux","D","G","opt",30,"Lux 30 D","9","female",7,"Death on A",3,0,0,3,1,0,1,"","0,142857143","0"
"T. urticae","Lux","D","G","opt",30,"Lux 30 D","10","female",7,"A",2,0,0,2,1,0,1,"","0,142857143","0"
"T. urticae","Lux","D","G","opt",30,"Lux 30 D","11","female",7,"Death on A",0,0,0,0,0,0,0,"","0","#N/A"
"T. urticae","Lux","D","G","opt",30,"Lux 30 D","12","female",7,"A",18,0,0,18,7,3,4,"","0,571428571","0"
"T. urticae","Lux","D","G","opt",30,"Lux 30 D","13","female",7,"A",16,0,13,29,19,8,11,"","1,571428571","0,704433498"
"T. urticae","Lux","D","G","opt",30,"Lux 30 D","14","female",7,"B",3,0,9,12,11,5,6,"","0,857142857","0,642857143"
"T. urticae","Lux","D","G","opt",30,"Lux 30 D","15","female",7,"A",3,0,0,3,3,3,0,"","0","0"
"T. urticae","Lux","D","G","opt",30,"Lux 30 D","16","female",8,"A",13,0,0,13,9,9,0,"","0","0"
"T. urticae","Lux","D","G","opt",30,"Lux 30 D","17","female",8,"A",24,0,0,24,16,16,0,"","0","0"
"T. urticae","Lux","D","G","opt",30,"Lux 30 D","18","female",8,"A",19,0,0,19,13,13,0,"","0","0"
"T. urticae","Lux","D","G","opt",30,"Lux 30 D","/","male",6,"",NA,NA,NA,NA,NA,NA,NA,"","#N/A","#N/A"
"T. urticae","Lux","D","G","opt",30,"Lux 30 D","/","male",6,"",NA,NA,NA,NA,NA,NA,NA,"","#N/A","#N/A"
"T. urticae","Lux","D","G","opt",30,"Lux 30 D","/","male",7,"",NA,NA,NA,NA,NA,NA,NA,"","#N/A","#N/A"
"T. urticae","Lux","D","G","opt",30,"Lux 30 D","/","male",7,"",NA,NA,NA,NA,NA,NA,NA,"","#N/A","#N/A"
"T. urticae","Lux","D","G","opt",30,"Lux 30 D","/","male",7,"",NA,NA,NA,NA,NA,NA,NA,"","#N/A","#N/A"
"T. urticae","Lux","D","G","high",36,"Lux 36 D","1","female",10,"On cotton next to A",0,0,0,0,0,0,0,"","0","#N/A"
"T. urticae","Lux","D","G","high",36,"Lux 36 D","2","female",10,"On cotton next to A",6,0,0,6,0,0,0,"","0","0"
"T. urticae","Lux","D","G","high",36,"Lux 36 D","3","female",10,"Death on A",0,0,0,0,0,0,0,"","0","#N/A"
"T. urticae","Lux","D","G","high",36,"Lux 36 D","4","female",11,"A",0,0,0,0,0,0,0,"","0","#N/A"
"T. urticae","Lux","D","G","high",36,"Lux 36 D","5","female",11,"A",0,0,0,0,0,0,0,"","0","#N/A"
"T. urticae","Lux","D","G","high",36,"Lux 36 D","6","female",12,"On cotton next to A",0,0,0,0,0,0,0,"","0","#N/A"
"T. urticae","Mar","D","G","low",24,"Mar 24 D","1","female",10,"A",24,0,0,24,18,3,15,"","1,5","0"
"T. urticae","Mar","D","G","low",24,"Mar 24 D","2","female",10,"weg???",2,0,0,2,2,2,0,"","0","0"
"T. urticae","Mar","D","G","low",24,"Mar 24 D","3","female",10,"A ",18,0,0,18,12,2,10,"2 adult females on leaf","1","0"
"T. urticae","Mar","D","G","low",24,"Mar 24 D","4","female",10,"B",4,0,18,22,11,3,8,"","0,8","0,654545455"
"T. urticae","Mar","D","G","low",24,"Mar 24 D","5","female",11,"A",27,0,0,27,12,12,0,"","0","0"
"T. urticae","Mar","D","G","low",24,"Mar 24 D","6","female",11,"A",26,0,0,26,5,5,0,"","0","0"
"T. urticae","Mar","D","G","low",24,"Mar 24 D","7","female",11,"A",4,0,0,4,7,7,0,"","0","0"
"T. urticae","Mar","D","G","low",24,"Mar 24 D","8","female",11,"B",0,0,26,26,10,10,0,"","0","0"
"T. urticae","Mar","D","G","low",24,"Mar 24 D","/","male",9,"",NA,NA,NA,NA,NA,NA,NA,"","#N/A","#N/A"
"T. urticae","Mar","D","G","low",24,"Mar 24 D","/","male",10,"",NA,NA,NA,NA,NA,NA,NA,"","#N/A","#N/A"
"T. urticae","Mar","D","G","low",24,"Mar 24 D","/","male",10,"",NA,NA,NA,NA,NA,NA,NA,"","#N/A","#N/A"
"T. urticae","Mar","D","G","opt",30,"Mar 30 D","1","female",6,"weg???",2,0,0,2,1,1,0,"","0","0"
"T. urticae","Mar","D","G","opt",30,"Mar 30 D","2","female",6,"weg???",0,0,22,22,11,3,8,"","1,333333333","1,333333333"
"T. urticae","Mar","D","G","opt",30,"Mar 30 D","3","female",6,"weg???",12,0,1,13,9,2,7,"","1,166666667","0,08974359"
"T. urticae","Mar","D","G","opt",30,"Mar 30 D","4","female",6,"weg???",10,0,0,10,8,2,6,"","1","0"
"T. urticae","Mar","D","G","opt",30,"Mar 30 D","5","female",6,"B",39,0,4,43,30,8,22,"","3,666666667","0,341085271"
"T. urticae","Mar","D","G","opt",30,"Mar 30 D","6","female",7,"A",2,0,0,2,0,0,0,"","0","0"
"T. urticae","Mar","D","G","opt",30,"Mar 30 D","7","female",7,"weg???",22,0,0,22,13,3,10,"","1,428571429","0"
"T. urticae","Mar","D","G","opt",30,"Mar 30 D","8","female",7,"A",9,0,0,9,2,1,1,"","0,142857143","0"
"T. urticae","Mar","D","G","opt",30,"Mar 30 D","9","female",7,"A",36,0,0,36,28,6,22,"","3,142857143","0"
"T. urticae","Mar","D","G","opt",30,"Mar 30 D","10","female",7,"B",1,0,13,14,13,2,11,"","1,571428571","1,459183673"
"T. urticae","Mar","D","G","opt",30,"Mar 30 D","11","female",7,"B",40,0,12,52,36,14,22,"","3,142857143","0,725274725"
"T. urticae","Mar","D","G","opt",30,"Mar 30 D","12","female",7,"A",0,0,0,0,0,0,0,"","0","#N/A"
"T. urticae","Mar","D","G","opt",30,"Mar 30 D","13","female",7,"weg???",34,0,8,42,28,10,18,"","2,571428571","0,489795918"
"T. urticae","Mar","D","G","opt",30,"Mar 30 D","14","female",7,"B",45,0,1,46,37,10,27,"","3,857142857","0,083850932"
"T. urticae","Mar","D","G","opt",30,"Mar 30 D","15","female",7,"B",11,0,6,17,17,5,12,"","1,714285714","0,605042017"
"T. urticae","Mar","D","G","opt",30,"Mar 30 D","16","female",7,"On cotton next to A",0,0,0,0,0,0,0,"","0","#N/A"
"T. urticae","Mar","D","G","opt",30,"Mar 30 D","17","female",8,"A",0,0,0,0,0,0,0,"","0","#N/A"
"T. urticae","Mar","D","G","opt",30,"Mar 30 D","/","female",6,"",NA,NA,NA,NA,NA,NA,NA,"","#N/A","#N/A"
"T. urticae","Mar","D","G","opt",30,"Mar 30 D","/","female",7,"",NA,NA,NA,NA,NA,NA,NA,"","#N/A","#N/A"
"T. urticae","Mar","D","G","opt",30,"Mar 30 D","/","female",7,"",NA,NA,NA,NA,NA,NA,NA,"","#N/A","#N/A"
"T. urticae","Mar","D","G","opt",30,"Mar 30 D","/","female",7,"",NA,NA,NA,NA,NA,NA,NA,"","#N/A","#N/A"
"T. urticae","Mar","D","G","opt",30,"Mar 30 D","/","female",7,"",NA,NA,NA,NA,NA,NA,NA,"","#N/A","#N/A"
"T. urticae","Mar","D","G","opt",30,"Mar 30 D","/","female",7,"",NA,NA,NA,NA,NA,NA,NA,"","#N/A","#N/A"
"T. urticae","Mar","D","G","opt",30,"Mar 30 D","/","female",7,"",NA,NA,NA,NA,NA,NA,NA,"","#N/A","#N/A"
"T. urticae","Mar","D","G","opt",30,"Mar 30 D","/","female",7,"",NA,NA,NA,NA,NA,NA,NA,"","#N/A","#N/A"
"T. urticae","Mar","D","G","opt",30,"Mar 30 D","/","female",7,"",NA,NA,NA,NA,NA,NA,NA,"","#N/A","#N/A"
"T. urticae","Mar","D","G","opt",30,"Mar 30 D","/","female",7,"",NA,NA,NA,NA,NA,NA,NA,"","#N/A","#N/A"
"T. urticae","Mar","D","G","opt",30,"Mar 30 D","/","female",7,"",NA,NA,NA,NA,NA,NA,NA,"","#N/A","#N/A"
"T. urticae","Mar","D","G","opt",30,"Mar 30 D","/","female",7,"",NA,NA,NA,NA,NA,NA,NA,"","#N/A","#N/A"
"T. urticae","Mar","D","G","opt",30,"Mar 30 D","/","male",6,"",NA,NA,NA,NA,NA,NA,NA,"","#N/A","#N/A"
"T. urticae","Mar","D","G","opt",30,"Mar 30 D","/","male",6,"",NA,NA,NA,NA,NA,NA,NA,"","#N/A","#N/A"
"T. urticae","Mar","D","G","opt",30,"Mar 30 D","/","male",6,"",NA,NA,NA,NA,NA,NA,NA,"","#N/A","#N/A"
"T. urticae","Mar","D","G","opt",30,"Mar 30 D","/","male",6,"",NA,NA,NA,NA,NA,NA,NA,"","#N/A","#N/A"
"T. urticae","Mar","D","G","opt",30,"Mar 30 D","/","male",6,"",NA,NA,NA,NA,NA,NA,NA,"","#N/A","#N/A"
"T. urticae","Mar","D","G","opt",30,"Mar 30 D","/","male",6,"",NA,NA,NA,NA,NA,NA,NA,"","#N/A","#N/A"
"T. urticae","Mar","D","G","opt",30,"Mar 30 D","/","male",6,"",NA,NA,NA,NA,NA,NA,NA,"","#N/A","#N/A"
"T. urticae","Mar","D","G","opt",30,"Mar 30 D","/","male",6,"",NA,NA,NA,NA,NA,NA,NA,"","#N/A","#N/A"
"T. urticae","Mar","D","G","opt",30,"Mar 30 D","/","male",6,"",NA,NA,NA,NA,NA,NA,NA,"","#N/A","#N/A"
"T. urticae","Mar","D","G","opt",30,"Mar 30 D","/","male",7,"",NA,NA,NA,NA,NA,NA,NA,"","#N/A","#N/A"
"T. urticae","Mar","D","G","opt",30,"Mar 30 D","/","male",7,"",NA,NA,NA,NA,NA,NA,NA,"","#N/A","#N/A"
"T. urticae","Mar","D","G","opt",30,"Mar 30 D","/","male",7,"",NA,NA,NA,NA,NA,NA,NA,"","#N/A","#N/A"
"T. urticae","Mar","D","G","opt",30,"Mar 30 D","/","male",8,"",NA,NA,NA,NA,NA,NA,NA,"","#N/A","#N/A"
"T. urticae","Mar","D","G","high",36,"Mar 36 D","1","female",5,"A",3,0,0,3,0,0,0,"","0","0"
"T. urticae","Mar","D","G","high",36,"Mar 36 D","2","female",5,"A",0,0,0,0,0,0,0,"","0","#N/A"
"T. urticae","Mar","D","G","high",36,"Mar 36 D","3","female",6,"A",8,0,0,8,4,4,0,"","0","0"
"T. urticae","Mar","D","G","high",36,"Mar 36 D","4","female",6,"A",4,0,0,4,1,1,0,"","0","0"
"T. urticae","Mar","D","G","high",36,"Mar 36 D","5","female",6,"On cotton next to A",0,0,0,0,0,0,0,"","0","#N/A"
"T. urticae","Mar","D","G","high",36,"Mar 36 D","6","female",6,"A",0,0,0,0,0,0,0,"","0","#N/A"
"T. urticae","Mar","D","G","high",36,"Mar 36 D","7","female",6,"A",0,0,0,0,0,0,0,"","0","#N/A"
"T. urticae","Mar","D","G","high",36,"Mar 36 D","8","female",7,"A",7,0,0,7,0,0,0,"","0","0"
"T. urticae","Mar","D","G","high",36,"Mar 36 D","9","female",7,"Death on A",0,0,0,0,0,0,0,"","0","#N/A"
"T. urticae","Mar","D","G","high",36,"Mar 36 D","10","female",7,"Death on B",0,0,0,0,0,0,0,"","0","#N/A"
"T. urticae","Mar","D","G","high",36,"Mar 36 D","11","female",7,"weg???",0,0,0,0,0,0,0,"","0","#N/A"
"T. urticae","Mar","D","G","high",36,"Mar 36 D","/","male",5,"",NA,NA,NA,NA,NA,NA,NA,"","#N/A","#N/A"
"T. urticae","Mar","D","G","high",36,"Mar 36 D","/","male",5,"",NA,NA,NA,NA,NA,NA,NA,"","#N/A","#N/A"
"T. urticae","Mar","D","G","high",36,"Mar 36 D","/","male",5,"",NA,NA,NA,NA,NA,NA,NA,"","#N/A","#N/A"
"T. urticae","Mar","D","G","high",36,"Mar 36 D","/","male",5,"",NA,NA,NA,NA,NA,NA,NA,"","#N/A","#N/A"
"T. urticae","Mar","D","G","high",36,"Mar 36 D","/","male",5,"",NA,NA,NA,NA,NA,NA,NA,"","#N/A","#N/A"
"T. urticae","Mar","D","G","high",36,"Mar 36 D","/","male",8,"",NA,NA,NA,NA,NA,NA,NA,"","#N/A","#N/A"
